146
15663.50000,7306.16667,15678.33333,3456.83333
12949.00000,7795.00000,12969.16667,3969.83333
8954.00000,7972.83333,8985.16667,4163.00000
8598.00000,7034.00000,8633.50000,3236.00000
8416.00000,7116.00000,8451.83333,3319.83333
3379.83333,9664.16667,3421.83333,5834.16667
8418.00000,7144.00000,8453.66667,3347.50000
5724.00000,8283.00000,5763.50000,4485.50000
15558.50000,8928.16667,15567.83333,5083.33333
13772.33333,9957.16667,13782.33333,6115.16667
9858.00000,7371.00000,9888.66667,3562.66667
9870.00000,7406.00000,9900.33333,3598.00000
8936.00000,7992.83333,8967.16667,4184.00000
15912.50000,6063.00000,15931.16667,2222.66667
4662.00000,8295.00000,4704.83333,4492.66667
8616.00000,7893.83333,8648.50000,4079.66667
9836.00000,6436.00000,9870.00000,2637.66667
15579.50000,8914.16667,15588.50000,5068.83333
9493.00000,7818.83333,9523.00000,4010.00000
13815.16667,9774.16667,13825.83333,5934.00000
15580.33333,6532.00000,15598.50000,2678.66667
5391.00000,9804.00000,5426.00000,5985.50000
8727.00000,8722.83333,8755.83333,4904.00000
1903.66667,5706.00000,1965.16667,1913.66667
6759.00000,10523.00000,6787.16667,6708.00000
3055.83333,5333.00000,3115.16667,1520.66667
9316.00000,6114.00000,9353.00000,2317.66667
16259.66667,7639.16667,16271.66667,3795.66667
1675.66667,5841.00000,1737.16667,2045.50000
10239.00000,7297.00000,10269.00000,3488.16667
2513.66667,8334.16667,2563.33333,4504.33333
3960.83333,9139.16667,4003.00000,5314.00000
7638.00000,8059.83333,7672.66667,4260.00000
10471.00000,6819.00000,10502.00000,3013.83333
13821.33333,9890.16667,13831.66667,6049.50000
9959.00000,7586.00000,9988.66667,3772.33333
8594.00000,9004.83333,8622.50000,5182.33333
4303.00000,7099.00000,4351.50000,3302.16667
14271.33333,9540.16667,14281.33333,5697.50000
10427.00000,6814.00000,10457.83333,3009.00000
8414.00000,8986.83333,8443.00000,5162.66667
10003.00000,7924.83333,10031.00000,4113.00000
14983.33333,7927.16667,14997.33333,4099.33333
5460.00000,8490.00000,5500.00000,4668.00000
14031.16667,7220.00000,14050.66667,3392.83333
9848.00000,6096.00000,9883.50000,2286.00000
1920.33333,10495.50000,1963.66667,6665.00000
2537.66667,8346.16667,2587.50000,4516.66667
811.33333,7819.16667,868.33333,4020.83333
13006.00000,8037.00000,13025.00000,4215.00000
3229.00000,6363.00000,3283.83333,2541.83333
9969.00000,8525.83333,9995.00000,4712.83333
6976.00000,6739.00000,7017.83333,2915.33333
2971.83333,4811.00000,3033.16667,1018.33333
4961.83333,10653.16667,4995.00000,6827.00000
3057.83333,5418.00000,3117.00000,1605.66667
7635.00000,9031.00000,7666.16667,5214.00000
11582.83333,6297.00000,11612.50000,2487.66667
16284.66667,7620.16667,16296.66667,3777.33333
15586.33333,6558.00000,15604.33333,2709.16667
6459.16667,4445.00000,6511.00000,650.00000
9195.00000,5974.00000,9232.66667,2181.33333
2894.66667,10326.33333,2935.50000,6505.50000
4168.00000,8169.00000,4212.83333,4365.50000
5882.00000,9949.00000,5915.00000,6139.50000
3712.83333,9527.16667,3754.33333,5707.00000
2263.66667,8964.16667,2311.83333,5153.83333
14177.16667,6414.00000,14199.16667,2589.83333
4232.00000,4624.00000,4290.00000,828.33333
10666.00000,8310.00000,10690.83333,4495.00000
5746.00000,8285.00000,5785.33333,4487.16667
11692.00000,9589.00000,11709.00000,5761.83333
12504.16667,10730.16667,12514.83333,6876.66667
13936.16667,7752.00000,13953.66667,3916.33333
3295.00000,6356.00000,3349.66667,2548.83333
12688.00000,8125.00000,12708.00000,4304.00000
14992.33333,7880.16667,15006.50000,4053.00000
4080.83333,9080.00000,4122.66667,5275.00000
9461.00000,9351.00000,9485.16667,5532.33333
6882.16667,6342.00000,6925.33333,2549.16667
688.33333,7574.16667,746.50000,3778.16667
10583.83333,6651.00000,10615.00000,2841.00000
2087.50000,8771.16667,2136.50000,4967.16667
8539.00000,5233.00000,8581.33333,1432.50000
11718.00000,10620.16667,11731.66667,6742.00000
10671.00000,8305.00000,10696.00000,4490.16667
1743.66667,5567.00000,1806.33333,1760.16667
5732.16667,5400.00000,5782.33333,1614.66667
14852.16667,7025.00000,14870.16667,3181.83333
13790.16667,9772.16667,13801.00000,5931.66667
10120.00000,5229.00000,10158.00000,1432.00000
9937.00000,5454.00000,9974.66667,1643.00000
685.33333,7576.16667,743.50000,3780.16667
4665.00000,7456.00000,4711.16667,3658.00000
1928.50000,9897.33333,1974.33333,6058.16667
4769.00000,9026.00000,4809.16667,5194.33333
12914.00000,4796.00000,12945.50000,979.00000
5101.00000,8755.00000,5140.83333,4952.16667
1231.50000,4728.00000,1299.16667,919.50000
13322.16667,9680.16667,13334.50000,5838.83333
4455.00000,8382.00000,4498.00000,4578.00000
2258.50000,10265.33333,2301.66667,6436.00000
7064.00000,9998.00000,7093.16667,6174.00000
2402.66667,7348.00000,2456.16667,3541.00000
11234.00000,7310.00000,11260.83333,3498.50000
4638.00000,6514.00000,4687.66667,2720.00000
3406.83333,9544.16667,3449.00000,5714.00000
12389.16667,10241.16667,12402.00000,6368.50000
2789.66667,9307.16667,2834.66667,5479.33333
4476.00000,7840.00000,4521.33333,4023.16667
10110.00000,5233.00000,10148.00000,1435.83333
11046.00000,7819.00000,11071.50000,4006.83333
16579.66667,6457.00000,16595.16667,2628.83333
10561.83333,4612.00000,10601.00000,814.00000
16652.83333,7778.16667,16663.00000,3947.33333
16784.83333,7441.16667,16796.16667,3600.33333
3157.83333,5626.00000,3215.83333,1810.33333
12701.00000,8136.00000,12720.66667,4315.50000
2517.66667,8484.16667,2566.83333,4666.66667
2873.83333,6141.00000,2930.83333,2310.50000
9785.00000,9186.00000,9809.00000,5367.50000
5519.16667,6977.00000,5564.33333,3156.83333
10980.83333,5287.00000,11016.16667,1484.83333
3250.00000,5297.00000,3308.83333,1491.83333
10719.00000,8319.00000,10743.66667,4505.16667
14940.33333,7076.00000,14958.00000,3234.16667
16340.66667,8109.16667,16350.66667,4270.00000
6012.16667,6623.00000,6057.00000,2821.50000
1738.33333,10541.50000,1782.00000,6720.00000
14469.16667,6154.00000,14491.33333,2330.83333
12034.16667,10720.16667,12046.16667,6860.83333
13488.16667,8344.00000,13505.00000,4522.00000
10684.00000,8325.00000,10708.66667,4510.33333
13792.16667,9756.16667,13803.00000,5915.83333
13517.16667,8343.00000,13534.00000,4520.33333
1748.33333,9749.33333,1794.83333,5940.83333
8831.00000,9863.00000,8855.33333,6042.00000
15066.33333,5811.00000,15088.00000,1988.00000
15719.50000,9078.33333,15727.50000,5241.00000
12625.00000,4729.00000,12657.66667,906.00000
11437.83333,5461.00000,11471.16667,1632.33333
16294.66667,6196.00000,16311.66667,2360.66667
14023.16667,7218.00000,14042.83333,3391.00000
2817.66667,9565.16667,2861.83333,5735.00000
11284.83333,7234.00000,11311.83333,3424.00000
14539.16667,6124.00000,14561.16667,2300.50000
